xtime(milli),GSR,Volt
23540.10,430,430
23541.63,430,431
23543.16,431,430
23544.69,431,431
23546.23,430,430
23547.75,431,430
23549.28,430,431
23550.81,430,431
23552.34,430,431
23553.87,430,431
23555.41,431,431
23556.93,430,430
23558.47,430,430
23559.99,430,430
23561.52,431,431
23563.05,430,430
23564.58,430,430
23566.11,430,431
23567.65,431,430
23569.17,430,430
23570.70,430,430
23572.23,430,431
23573.76,429,430
23575.29,431,431
23576.83,431,430
23578.35,431,431
23579.89,431,431
23581.41,431,431
23582.94,430,430
23584.47,430,429
23586.00,430,431
23587.53,430,430
23589.07,431,430
23590.59,430,430
23592.12,431,431
23593.65,429,430
23595.18,430,430
23596.71,431,431
23598.25,430,430
23599.77,431,431
23601.31,431,431
23602.83,431,431
23604.36,430,430
23605.89,431,431
23607.42,430,430
23608.95,430,431
23610.49,430,431
23612.01,430,431
23613.55,431,430
23615.07,430,430
23616.60,431,430
23618.13,431,430
23619.66,431,430
23621.19,432,430
23622.73,430,431
23624.25,431,430
23625.78,430,430
23627.31,431,429
23628.84,431,430
23630.37,430,429
23631.91,431,431
23633.43,430,430
23634.97,431,430
23636.49,431,430
23638.03,431,430
23639.55,431,430
23641.08,431,430
23642.61,431,430
23644.15,430,430
23645.67,431,430
23647.20,430,431
23648.73,430,430
23650.26,431,431
23651.79,430,431
23653.33,430,429
23654.85,431,430
23656.39,430,431
23657.91,430,430
23659.44,430,430
23660.97,431,430
23662.50,431,431
23664.03,431,431
23665.57,430,430
23667.09,430,430
23668.62,431,429
23670.15,431,430
23671.68,430,430
23673.21,431,431
23674.75,431,431
23676.27,430,430
23677.81,430,430
23679.33,430,430
23680.86,431,430
23682.39,429,430
23683.92,431,431
23685.45,430,429
23686.99,431,431
23688.51,430,430
23690.05,430,431
23691.57,430,431
23693.10,431,430
23694.63,431,430
23696.16,430,430
23697.69,431,431
23699.23,430,430
23700.75,430,430
23702.28,430,431
23703.81,430,431
23705.34,430,430
23706.87,431,431
23708.41,430,429
23709.93,431,430
23711.47,431,431
23712.99,430,430
23714.52,431,430
23716.05,431,431
23717.58,431,430
23719.11,430,430
23720.65,430,431
23722.17,430,429
23723.70,431,431
23725.23,430,430
23726.76,430,430
23728.29,431,430
23729.83,430,430
23731.35,431,430
23732.89,430,431
23734.41,431,431
23735.94,430,430
23737.47,431,430
23739.00,431,431
23740.53,430,431
23742.07,430,429
23743.59,431,430
23745.12,431,430
23746.65,430,430
23748.18,430,430
23749.71,430,430
23751.25,430,430
23752.77,430,431
23754.31,431,431
23755.83,430,430
23757.36,430,430
23758.89,430,430
23760.42,430,431
23761.95,431,431
23763.49,430,430
23765.01,430,430
23766.55,430,430
23768.08,431,430
23769.60,431,430
23771.13,430,431
23772.66,429,430
23774.19,430,430
23775.73,431,430
23777.25,430,430
23778.78,431,430
23780.31,430,431
23781.84,431,431
23783.37,431,431
23784.91,430,429
23786.43,430,430
23787.97,431,430
23789.49,430,430
23791.02,431,429
23792.55,430,430
23794.08,430,430
23795.61,430,430
23797.15,430,430
23798.67,430,430
23800.20,430,430
23801.73,430,430
23803.26,430,430
23804.79,430,431
23806.33,431,430
23807.85,430,430
23809.39,430,430
23810.91,431,431
23812.44,430,430
23813.97,430,430
23815.50,430,431
23817.03,431,431
23818.57,430,430
23820.09,430,431
23821.62,430,431
23823.15,430,431
23824.68,430,431
23826.21,430,431
23827.75,431,431
23829.27,431,430
23830.81,431,430
23832.33,430,431
23833.86,430,431
23835.39,430,431
23836.92,430,430
23838.45,430,430
23839.99,431,430
23841.51,430,431
23843.05,430,430
23844.57,430,431
23846.10,430,430
23847.63,431,431
23849.16,430,431
23850.69,430,430
23852.23,431,431
23853.75,430,430
23855.28,429,431
23856.81,431,431
23858.34,430,431
23859.87,430,431
23861.41,431,431
23862.93,430,431
23864.47,430,431
23865.99,430,430
23867.52,430,431
23869.05,431,430
23870.58,430,431
23872.11,430,431
23873.65,431,430
23875.17,430,431
23876.70,430,430
23878.23,430,431
23879.76,430,431
23881.29,431,431
23882.83,431,431
23884.35,430,430
23885.89,430,430
23887.41,430,431
23888.94,430,430
23890.47,430,430
23892.00,430,431
23893.53,430,431
23895.07,431,431
23896.59,431,431
23898.13,431,430
23899.65,431,430
23901.19,430,431
23902.71,431,430
23904.25,430,431
23905.77,430,431
23907.31,430,431
23908.83,430,431
23910.36,430,430
23911.89,430,432
23913.42,430,431
23914.95,431,430
23916.49,431,430
23918.01,430,430
23919.55,431,430
23921.07,430,430
23922.60,431,431
23924.13,429,431
23925.66,431,431
23927.19,430,430
23928.73,430,430
23930.25,430,431
23931.78,431,431
23933.31,431,430
23934.84,430,430
23936.37,430,431
23937.91,430,431
23939.43,431,430
23940.97,430,431
23942.49,430,430
23944.02,431,431
23945.55,431,432
23947.08,431,431
23948.61,430,431
23950.15,430,430
23951.67,431,430
23953.20,430,430
23954.73,430,430
23956.26,431,430
23957.79,430,431
23959.33,430,431
23960.85,431,431
23962.39,430,431
23963.91,430,430
23965.44,430,430
23966.97,431,431
23968.50,430,431
23970.03,431,431
23971.57,430,430
23973.09,431,431
23974.62,430,430
23976.15,430,430
23977.68,430,431
23979.21,430,431
23980.75,431,432
23982.27,431,431
23983.81,430,431
23985.33,431,431
23986.86,431,431
23988.39,431,431
23989.92,430,431
23991.45,430,431
23992.99,431,431
23994.51,430,431
23996.05,430,431
23997.57,430,430
23999.10,431,431
24000.63,430,431
24002.16,431,430
24003.69,430,430
24005.23,431,431
24006.75,430,430
24008.28,430,430
24009.81,430,430
24011.34,431,430
24012.87,431,430
24014.41,430,431
24015.93,430,430
24017.47,431,431
24018.99,430,431
24020.52,430,431
24022.05,431,431
24023.58,431,431
24025.11,430,431
24026.65,430,431
24028.18,431,431
24029.70,432,431
24031.24,431,431
24032.76,431,431
24034.29,430,431
24035.83,431,431
24037.35,431,431
24038.89,431,431
24040.41,430,431
24041.94,431,431
24043.47,430,431
24045.00,430,431
24046.53,430,430
24048.07,431,430
24049.59,430,431
24051.12,431,431
24052.65,431,431
24054.18,431,430
24055.71,431,431
24057.25,430,430
24058.77,430,430
24060.31,431,431
24061.83,430,431
24063.36,430,431
24064.89,430,431
24066.42,430,431
24067.95,431,431
24069.49,431,431
24071.01,431,431
24072.55,431,430
24074.07,431,430
24075.60,431,431
24077.13,430,431
24078.66,431,431
24080.19,430,432
24081.73,431,430
24083.25,430,431
24084.78,431,431
24086.31,432,431
24087.84,431,431
24089.37,430,431
24090.91,431,431
24092.43,430,431
24093.97,430,431
24095.49,431,430
24097.02,430,431
24098.55,430,431
24100.08,430,431
24101.61,431,431
24103.15,431,431
24104.67,431,430
24106.20,430,430
24107.73,431,431
24109.26,431,431
24110.79,431,431
24112.33,430,430
24113.85,431,431
24115.39,431,431
24116.91,430,431
24118.44,430,430
24119.97,430,430
24121.50,430,430
24123.03,430,430
24124.57,431,431
24126.09,430,431
24127.62,431,431
24129.15,430,430
24130.68,430,431
24132.21,430,431
24133.75,431,431
24135.27,431,431
24136.81,430,431
24138.33,430,431
24139.86,430,430
24141.39,430,431
24142.92,430,431
24144.45,431,431
24145.99,430,431
24147.51,430,431
24149.05,430,431
24150.57,431,431
24152.10,431,431
24153.63,431,431
24155.16,430,431
24156.69,431,432
24158.23,430,431
24159.75,430,430
24161.29,430,430
24162.81,431,430
24164.34,431,431
24165.87,431,430
24167.41,430,431
24168.93,431,430
24170.47,431,431
24171.99,431,432
24173.52,431,430
24175.05,430,431
24176.58,431,431
24178.11,431,430
24179.65,431,430
24181.17,431,431
24182.70,430,431
24184.23,430,431
24185.76,431,431
24187.29,431,430
24188.83,430,430
24190.35,432,430
24191.89,430,430
24193.41,431,430
24194.94,431,431
24196.47,431,430
24198.00,431,432
24199.53,430,431
24201.07,431,431
24202.59,430,432
24204.12,430,431
24205.65,431,431
24207.18,431,431
24208.71,431,431
24210.25,430,431
24211.77,430,431
24213.31,430,431
24214.83,431,430
24216.36,431,431
24217.89,431,430
24219.42,430,430
24220.95,431,431
24222.49,430,431
24224.01,431,431
24225.55,431,432
24227.07,430,431
24228.60,431,431
24230.13,431,430
24231.66,430,431
24233.19,431,431
24234.73,431,430
24236.25,431,430
24237.78,430,431
24239.31,431,430
24240.84,430,432
24242.37,431,431
24243.91,430,430
24245.43,430,431
24246.97,431,431
24248.49,431,431
24250.02,431,431
24251.55,430,430
24253.08,431,431
24254.61,431,431
24256.15,431,431
24257.67,431,431
24259.20,430,431
24260.73,430,431
24262.26,430,430
24263.79,431,430
24265.33,431,430
24266.85,431,431
24268.39,431,431
24269.91,431,430
24271.44,431,430
24272.97,431,432
24274.50,430,431
24276.03,431,430
24277.57,431,430
24279.09,431,431
24280.62,431,431
24282.15,431,430
24283.68,430,431
24285.21,431,431
24286.75,430,431
24288.28,431,430
24289.81,430,431
24291.34,431,431
24292.86,431,431
24294.39,430,431
24295.92,430,431
24297.45,431,431
24298.99,430,432
24300.51,431,431
24302.05,430,430
24303.57,431,430
24305.10,431,431
24306.63,430,430
24308.16,430,431
24309.69,430,431
24311.23,431,431
24312.75,431,431
24314.28,430,431
24315.81,430,431
24317.34,430,430
24318.87,430,431
24320.41,430,431
24321.93,431,431
24323.47,431,430
24324.99,431,431
24326.52,430,430
24328.05,431,431
24329.58,431,432
24331.11,430,431
24332.65,431,430
24334.17,431,431
24335.70,431,430
24337.23,432,431
24338.76,430,431
24340.29,431,431
24341.83,430,430
24343.35,431,431
24344.89,431,430
24346.41,431,430
24347.94,430,430
24349.47,430,430
24351.00,430,431
24352.53,430,430
24354.07,431,432
24355.59,431,431
24357.12,430,430
24358.65,431,431
24360.18,430,430
24361.71,430,430
24363.25,431,430
24364.77,430,431
24366.31,431,431
24367.83,430,431
24369.36,431,431
24370.89,430,431
24372.42,431,431
24373.95,430,430
24375.49,431,431
24377.01,430,431
24378.55,431,431
24380.07,431,430
24381.60,430,431
24383.13,430,431
24384.66,430,431
24386.19,431,432
24387.73,430,430
24389.25,430,430
24390.78,430,431
24392.31,430,431
24393.84,430,431
24395.37,431,430
24396.91,431,430
24398.43,431,430
24399.97,431,431
24401.49,431,431
24403.02,430,431
24404.55,430,431
24406.08,431,431
24407.61,431,432
24409.15,430,432
24410.67,431,430
24412.20,430,431
24413.73,431,431
24415.26,431,431
24416.79,431,430
24418.33,430,430
24419.85,430,431
24421.39,431,431
24422.91,431,431
24424.44,431,431
24425.97,430,430
24427.50,431,431
24429.03,431,431
24430.57,431,431
24432.09,431,431
24433.62,431,431
24435.15,431,430
24436.68,431,432
24438.21,431,431
24439.75,431,431
24441.27,431,431
24442.81,430,431
24444.33,430,431
24445.86,430,431
24447.39,431,431
24448.92,430,430
24450.45,431,432
24451.99,430,430
24453.51,430,431
24455.05,430,432
24456.57,431,431
24458.10,431,430
24459.63,431,431
24461.16,430,431
24462.69,431,431
24464.23,431,430
24465.75,430,431
24467.28,431,431
24468.81,430,430
24470.34,431,431
24471.87,431,431
24473.41,431,430
24474.93,431,430
24476.47,430,431
24477.99,431,431
24479.52,430,431
24481.05,431,431
24482.58,431,430
24484.11,431,431
24485.65,430,431
24487.17,430,431
24488.70,431,431
24490.23,431,431
24491.76,431,430
24493.29,430,430
24494.83,431,430
24496.35,431,431
24497.89,431,432
24499.41,430,431
24500.94,431,430
24502.47,432,431
24504.00,430,431
24505.53,432,431
24507.07,431,431
24508.59,432,430
24510.12,430,432
24511.65,431,431
24513.18,430,431
24514.71,430,430
24516.25,431,431
24517.77,430,431
24519.31,431,431
24520.83,431,431
24522.36,431,431
24523.89,431,432
24525.42,430,431
24526.95,430,431
24528.49,431,430
24530.01,431,430
24531.55,431,430
24533.07,431,431
24534.60,431,431
24536.13,431,431
24537.66,431,431
24539.19,431,431
24540.73,431,432
24542.25,431,432
24543.78,431,430
24545.31,431,430
24546.84,431,430
24548.37,431,430
24549.91,431,431
24551.44,430,430
24552.97,431,431
24554.49,431,430
24556.02,431,431
24557.55,431,431
24559.08,431,431
24560.61,431,430
24562.15,432,431
24563.67,431,430
24565.20,431,432
24566.73,431,431
24568.26,430,431
24569.79,431,431
24571.33,430,431
24572.85,431,431
24574.39,430,431
24575.91,431,432
24577.44,430,431
24578.97,431,430
24580.50,431,432
24582.03,432,431
24583.57,431,431
24585.09,431,431
24586.62,431,430
24588.15,430,431
24589.68,431,431
24591.21,430,431
24592.75,431,431
24594.27,431,431
24595.81,431,430
24597.33,431,431
24598.86,431,431
24600.39,430,431
24601.92,431,432
24603.45,431,431
24604.99,431,431
24606.51,432,431
24608.05,431,431
24609.57,431,431
24611.10,432,431
24612.63,431,431
24614.16,431,432
24615.69,432,430
24617.23,432,431
24618.75,431,431
24620.28,431,431
24621.81,432,431
24623.34,431,431
24624.87,431,431
24626.41,431,431
24627.93,431,432
24629.47,431,431
24630.99,431,432
24632.52,431,431
24634.05,431,431
24635.58,431,432
24637.11,431,431
24638.65,431,431
24640.17,431,431
24641.70,431,430
24643.23,432,431
24644.76,431,430
24646.29,432,431
24647.83,431,432
24649.35,431,431
24650.89,431,432
24652.41,432,431
24653.94,431,431
24655.47,431,431
24657.00,432,432
24658.53,432,432
24660.07,431,431
24661.59,431,431
24663.12,431,431
24664.65,431,432
24666.18,431,431
24667.71,431,431
24669.25,432,430
24670.77,432,431
24672.31,431,431
24673.83,431,431
24675.36,431,431
24676.89,431,431
24678.42,431,431
24679.95,432,431
24681.49,432,431
24683.01,432,431
24684.55,431,431
24686.07,431,431
24687.60,431,432
24689.13,431,432
24690.66,432,431
24692.19,431,431
24693.73,431,431
24695.25,432,431
24696.78,431,431
24698.31,431,431
24699.84,431,431
24701.37,432,432
24702.91,432,431
24704.43,431,431
24705.97,431,432
24707.49,431,431
24709.02,431,431
24710.55,431,431
24712.08,431,432
24713.61,431,431
24715.15,432,430
24716.67,432,432
24718.20,431,432
24719.73,431,431
24721.26,431,431
24722.79,432,432
24724.33,431,432
24725.85,431,432
24727.39,431,432
24728.91,432,432
24730.44,432,432
24731.97,432,431
24733.50,431,432
24735.03,431,431
24736.57,432,432
24738.09,432,431
24739.62,432,431
24741.15,432,431
24742.68,431,431
24744.21,432,431
24745.75,431,431
24747.27,431,431
24748.81,431,432
24750.33,431,431
24751.86,431,431
24753.39,432,431
24754.92,432,431
24756.45,431,431
24757.99,431,432
24759.51,431,431
24761.05,431,431
24762.57,431,432
24764.10,431,432
24765.63,431,432
24767.16,432,432
24768.69,432,432
24770.23,431,431
24771.75,431,431
24773.28,431,432
24774.81,431,432
24776.34,431,431
24777.87,432,432
24779.41,431,431
24780.93,431,431
24782.47,431,431
24783.99,432,431
24785.52,431,431
24787.05,431,431
24788.58,432,431
24790.11,432,432
24791.65,432,431
24793.17,431,431
24794.70,432,432
24796.23,432,431
24797.76,431,431
24799.29,432,431
24800.83,432,431
24802.35,431,431
24803.89,432,431
24805.41,432,431
24806.94,431,431
24808.47,431,432
24810.00,431,432
24811.54,432,431
24813.07,431,432
24814.60,431,432
24816.12,431,432
24817.65,431,431
24819.18,431,432
24820.71,432,432
24822.25,431,432
24823.77,431,431
24825.31,432,433
24826.83,431,432
24828.36,432,432
24829.89,431,431
24831.42,431,432
24832.95,432,432
24834.49,432,431
24836.01,431,432
24837.55,432,432
24839.07,431,432
24840.60,432,431
24842.13,432,432
24843.66,431,432
24845.19,432,431
24846.73,432,431
24848.25,432,432
24849.78,432,432
24851.31,431,432
24852.84,431,431
24854.37,431,431
24855.91,432,432
24857.43,432,431
24858.97,431,432
24860.49,431,433
24862.02,432,431
24863.55,432,432
24865.08,431,433
24866.61,431,431
24868.15,432,432
24869.67,432,433
24871.20,431,431
24872.73,431,432
24874.26,431,432
24875.79,431,431
24877.33,431,431
24878.85,432,432
24880.39,431,431
24881.91,431,431
24883.44,432,431
24884.97,432,431
24886.50,431,432
24888.03,432,432
24889.57,431,432
24891.09,431,431
24892.62,432,432
24894.15,431,432
24895.68,431,432
24897.21,432,431
24898.75,432,432
24900.27,431,432
24901.81,431,432
24903.33,432,432
24904.86,431,432
24906.39,432,432
24907.92,432,432
24909.45,432,432
24910.99,432,433
24912.51,432,432
24914.05,431,431
24915.57,432,431
24917.10,432,432
24918.63,432,431
24920.16,431,432
24921.69,432,431
24923.23,431,433
24924.75,431,432
24926.28,431,432
24927.81,432,432
24929.34,432,432
24930.87,432,432
24932.41,432,431
24933.93,431,431
24935.47,432,432
24936.99,432,432
24938.52,432,432
24940.05,431,432
24941.59,432,432
24943.11,432,431
24944.65,431,433
24946.17,431,432
24947.70,431,432
24949.23,432,432
24950.76,432,432
24952.29,431,433
24953.83,432,431
24955.35,431,433
24956.89,432,432
24958.41,432,432
24959.94,431,432
24961.47,431,431
24963.00,431,432
24964.53,432,431
24966.07,432,431
24967.59,431,432
24969.12,432,432
24970.65,431,431
24972.18,432,433
24973.71,431,432
24975.25,432,432
24976.77,432,432
24978.31,432,432
24979.83,433,432
24981.36,431,432
24982.89,431,431
24984.42,432,432
24985.95,431,432
24987.49,432,431
24989.01,432,432
24990.55,432,431
24992.07,431,432
24993.60,431,432
24995.13,431,431
24996.66,431,432
24998.19,431,433
24999.73,431,432
25001.25,431,433
25002.78,431,432
25004.31,431,432
25005.84,431,432
25007.37,432,431
25008.91,431,432
25010.43,433,432
25011.97,432,432
25013.49,432,432
25015.02,432,431
25016.55,433,432
25018.08,432,432
25019.61,431,432
25021.15,432,432
25022.67,432,432
25024.20,432,432
25025.73,432,432
25027.26,432,431
25028.79,431,432
25030.33,432,432
25031.85,431,432
25033.39,431,433
25034.91,431,432
25036.44,431,431
25037.97,432,431
25039.50,431,431
25041.03,432,432
25042.57,431,431
25044.09,431,432
25045.62,433,432
25047.15,432,433
25048.68,433,432
25050.21,432,432
25051.75,433,432
25053.27,432,433
25054.81,432,431
25056.33,432,432
25057.86,432,432
25059.39,431,432
25060.92,432,432
25062.45,431,432
25063.99,433,432
25065.51,431,432
25067.05,431,432
25068.57,431,433
25070.10,431,432
25071.64,432,433
25073.16,432,433
25074.70,431,433
25076.23,433,432
25077.75,432,433
25079.28,431,433
25080.81,433,432
25082.34,432,433
25083.87,432,433
25085.41,431,432
25086.93,432,433
25088.47,432,433
25089.99,432,431
25091.52,431,431
25093.05,432,432
25094.58,431,432
25096.11,432,432
25097.65,431,432
25099.17,432,431
25100.70,432,433
25102.23,433,432
25103.76,433,432
25105.29,431,432
25106.83,431,433
25108.35,433,432
25109.89,431,432
25111.41,432,432
25112.94,431,431
25114.47,432,432
25116.00,431,432
25117.53,433,432
25119.07,431,432
25120.59,431,431
25122.12,431,433
25123.65,431,433
25125.18,433,433
25126.71,431,433
25128.25,433,431
25129.77,431,432
25131.31,433,432
25132.83,431,432
25134.36,432,432
25135.89,433,432
25137.42,432,432
25138.95,432,432
25140.49,433,432
25142.01,432,433
25143.55,433,433
25145.07,432,433
25146.60,431,433
25148.13,432,433
25149.66,431,432
25151.19,433,432
25152.73,433,432
25154.25,432,432
25155.78,432,432
25157.31,432,433
25158.84,431,432
25160.37,431,433
25161.91,432,432
25163.43,432,433
25164.97,431,432
25166.49,432,432
25168.02,432,432
25169.55,433,432
25171.08,432,433
25172.61,432,433
25174.15,432,432
25175.67,432,433
25177.20,431,432
25178.73,432,432
25180.26,433,432
25181.79,432,433
25183.33,431,432
25184.85,431,433
25186.39,431,433
25187.91,431,433
25189.44,431,433
25190.97,431,432
25192.50,433,432
25194.03,432,433
25195.57,431,433
25197.09,432,433
25198.62,432,432
25200.15,431,433
25201.68,433,431
25203.21,431,432
25204.75,432,432
25206.27,432,432
25207.81,432,432
25209.33,432,432
25210.86,432,432
25212.39,433,432
25213.92,433,432
